job_id,title,required_skills,min_experience,level,salary_range,location
10163,Content Strategist,"Kinh nghiệm với serverless architecture,Thành thạo HTML5, CSS3 và responsive design,Khả năng làm việc độc lập và teamwork hiệu quả,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm với Agile/Scrum methodology,Có portfolio hoặc Github projects để tham khảo,Có passion cho coding và công nghệ mới,Kinh nghiệm với Docker và container orchestration",5,Quản lý,21000000,Yên Bái
10426,Fraud Analyst,"Kỹ năng phân tích và thiết kế hệ thống tốt,Kinh nghiệm với serverless architecture,Thành thạo React, Vue.js hoặc Angular,Kinh nghiệm với Docker và container orchestration,Kinh nghiệm optimize SEO cho web applications,Hiểu biết về microservices architecture,Có portfolio hoặc Github projects để tham khảo,Có kinh nghiệm làm việc với SQL và NoSQL databases",5,Phó giám đốc,35000000,Lai Châu
10801,Chuyên viên Tín dụng,"Kinh nghiệm optimize SEO cho web applications,Kỹ năng debugging và problem-solving tốt,Hiểu biết về CI/CD pipelines và DevOps practices,Kỹ năng phân tích và thiết kế hệ thống tốt,Khả năng làm việc độc lập và teamwork hiệu quả,Kinh nghiệm với Docker và container orchestration",2,Trưởng nhóm,22000000,Lai Châu
10804,Trưởng phòng Tín dụng,"Có kinh nghiệm làm việc với SQL và NoSQL databases,Kỹ năng debugging và problem-solving tốt,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm làm việc trong dự án quốc tế,Có passion cho coding và công nghệ mới,Kinh nghiệm optimize SEO cho web applications,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Hiểu biết sâu về OOP và Design Patterns",3,Giám sát,17000000,Lai Châu
10523,5G Engineer,"Có kinh nghiệm làm việc với SQL và NoSQL databases,Có khả năng học hỏi công nghệ mới nhanh chóng,Hiểu biết về data structures và algorithms,Khả năng làm việc độc lập và teamwork hiệu quả,Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm làm việc trong môi trường startup là lợi thế",0,Phó giám đốc,34000000,Lai Châu
10499,Chuyên viên Tuân thủ,"Có passion cho coding và công nghệ mới,Kinh nghiệm với Spring Boot hoặc Django framework,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Có khả năng học hỏi công nghệ mới nhanh chóng,Kinh nghiệm với message queues (RabbitMQ, Kafka),Kinh nghiệm với state management (Redux, MobX)",0,Phó giám đốc,28000000,Lai Châu
10688,Project Manager,"Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm optimize performance cho web và mobile,Có portfolio hoặc Github projects để tham khảo,Hiểu biết về data structures và algorithms,Kinh nghiệm với Agile/Scrum methodology,Kinh nghiệm làm việc trong dự án quốc tế",2,Giám sát,13000000,Lai Châu
10737,Credit Risk Analyst,"Kinh nghiệm với state management (Redux, MobX),Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kỹ năng time management và priority setting tốt,Thành thạo TypeScript cho frontend development,Kinh nghiệm với testing frameworks (Jest, Mocha, JUnit),Kinh nghiệm với serverless architecture",0,Phó giám đốc,26000000,Lai Châu
10391,PHP Developer,"Kinh nghiệm optimize SEO cho web applications,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Hiểu biết về RESTful API design và GraphQL,Có portfolio hoặc Github projects để tham khảo,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự,Kỹ năng phân tích và thiết kế hệ thống tốt,Có kinh nghiệm làm việc với SQL và NoSQL databases",0,Trưởng nhóm,13000000,Lai Châu
9950,Manual Tester,"Kinh nghiệm sử dụng Git và quy trình Git Flow,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Hiểu biết sâu về OOP và Design Patterns,Hiểu biết về data structures và algorithms,Kinh nghiệm làm việc trong dự án quốc tế,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm với Docker và container orchestration,Có portfolio hoặc Github projects để tham khảo",2,Quản lý,32000000,Lai Châu
9967,Team Leader,"Có certificate chuyên môn là một lợi thế,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kỹ năng communication và presentation tốt,Kỹ năng debugging và problem-solving tốt,Kinh nghiệm với Agile/Scrum methodology,Hiểu biết về CI/CD pipelines và DevOps practices,Khả năng làm việc độc lập và teamwork hiệu quả",5,Quản lý,34000000,Sơn La
10021,Merchandising Manager,"Kinh nghiệm với message queues (RabbitMQ, Kafka),Kỹ năng time management và priority setting tốt,Thành thạo React, Vue.js hoặc Angular,Có khả năng review code và mentor junior developers,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kỹ năng communication và presentation tốt,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kinh nghiệm với automated testing và TDD",1,Chuyên viên,20000000,Sơn La
10202,Giám đốc Chi nhánh,"Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kinh nghiệm với message queues (RabbitMQ, Kafka),Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự,Hiểu biết về Security best practices,Kinh nghiệm với Docker và container orchestration,Kinh nghiệm với state management (Redux, MobX),Hiểu biết về accessibility standards (WCAG)",5,Trưởng nhóm,29000000,Sơn La
10476,Merchandising Manager,"Có khả năng học hỏi công nghệ mới nhanh chóng,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Có kinh nghiệm làm việc với SQL và NoSQL databases,Có portfolio hoặc Github projects để tham khảo,Kỹ năng phân tích và thiết kế hệ thống tốt,Hiểu biết sâu về OOP và Design Patterns,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm optimize SEO cho web applications",0,Trưởng nhóm,22000000,Sơn La
10434,Digital Banking Specialist,"Kinh nghiệm sử dụng Git và quy trình Git Flow,Hiểu biết về RESTful API design và GraphQL,Kinh nghiệm với state management (Redux, MobX),Kinh nghiệm với automated testing và TDD,Kinh nghiệm optimize performance cho web và mobile,Hiểu biết về accessibility standards (WCAG)",5,Quản lý,24000000,Sơn La
10781,Key Account Manager,"Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Kinh nghiệm với Agile/Scrum methodology,Khả năng làm việc độc lập và teamwork hiệu quả,Hiểu biết về data structures và algorithms,Thành thạo React, Vue.js hoặc Angular,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm làm việc trong môi trường startup là lợi thế",5,Phó giám đốc,27000000,Sơn La
10815,Chuyên viên Kế toán,"Kỹ năng communication và presentation tốt,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Có certificate chuyên môn là một lợi thế,Có passion cho coding và công nghệ mới,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm với Spring Boot hoặc Django framework,Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm với automated testing và TDD,Kinh nghiệm sử dụng Git và quy trình Git Flow",0,Quản lý,19000000,Sơn La
10275,Unreal Developer,"Hiểu biết về microservices architecture,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự,Kinh nghiệm với serverless architecture,Kinh nghiệm sử dụng Git và quy trình Git Flow,Có kinh nghiệm làm việc với SQL và NoSQL databases,Hiểu biết về CI/CD pipelines và DevOps practices",0,Trưởng nhóm,12000000,Sơn La
10092,Ruby Developer,"Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm với automated testing và TDD,Có khả năng review code và mentor junior developers,Hiểu biết về Security best practices,Thành thạo TypeScript cho frontend development,Khả năng làm việc độc lập và teamwork hiệu quả,Kỹ năng debugging và problem-solving tốt",1,Giám sát,16000000,Sơn La
10484,Key Account Manager,"Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm với state management (Redux, MobX),Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Hiểu biết về data structures và algorithms,Hiểu biết sâu về OOP và Design Patterns,Kỹ năng communication và presentation tốt,Kinh nghiệm optimize SEO cho web applications,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP)",5,Chuyên viên,11000000,Điện Biên
10653,Network Administrator,"Kinh nghiệm optimize SEO cho web applications,Kinh nghiệm với Spring Boot hoặc Django framework,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm với state management (Redux, MobX),Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Kỹ năng communication và presentation tốt,Kinh nghiệm sử dụng Git và quy trình Git Flow,Kinh nghiệm với automated testing và TDD",0,Quản lý,28000000,Điện Biên
10579,C++ Developer,"Hiểu biết về accessibility standards (WCAG),Kinh nghiệm optimize performance cho web và mobile,Kỹ năng communication và presentation tốt,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kỹ năng time management và priority setting tốt,Hiểu biết sâu về OOP và Design Patterns",0,Giám sát,9000000,Điện Biên
10800,Chuyên viên Phân tích Dữ liệu,"Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Khả năng làm việc độc lập và teamwork hiệu quả,Thành thạo TypeScript cho frontend development,Kỹ năng time management và priority setting tốt,Kỹ năng debugging và problem-solving tốt,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Hiểu biết về accessibility standards (WCAG),Hiểu biết sâu về OOP và Design Patterns,Có portfolio hoặc Github projects để tham khảo",0,Phó giám đốc,37000000,Điện Biên
10818,Core Network Engineer,"Kinh nghiệm với message queues (RabbitMQ, Kafka),Kỹ năng time management và priority setting tốt,Thành thạo TypeScript cho frontend development,Kinh nghiệm với state management (Redux, MobX),Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Thành thạo React, Vue.js hoặc Angular,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự,Hiểu biết sâu về OOP và Design Patterns,Kinh nghiệm với Docker và container orchestration,Có certificate chuyên môn là một lợi thế",0,Chuyên viên,22000000,Điện Biên
10516,RF Optimization Engineer,"Kinh nghiệm với monitoring tools (Prometheus, Grafana),Có khả năng review code và mentor junior developers,Kinh nghiệm optimize SEO cho web applications,Có passion cho coding và công nghệ mới,Có kinh nghiệm làm việc với SQL và NoSQL databases,Có portfolio hoặc Github projects để tham khảo",5,Quản lý,37000000,Hoà Bình
10660,Network Security Engineer,"Kinh nghiệm với Docker và container orchestration,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Hiểu biết sâu về OOP và Design Patterns,Có khả năng học hỏi công nghệ mới nhanh chóng,Thành thạo HTML5, CSS3 và responsive design,Khả năng làm việc độc lập và teamwork hiệu quả,Có khả năng review code và mentor junior developers,Có portfolio hoặc Github projects để tham khảo",2,Phó giám đốc,27000000,Hoà Bình
10338,Network Security Engineer,"Hiểu biết về CI/CD pipelines và DevOps practices,Hiểu biết về Security best practices,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kỹ năng time management và priority setting tốt,Thành thạo TypeScript cho frontend development,Kinh nghiệm với Agile/Scrum methodology,Kinh nghiệm sử dụng Git và quy trình Git Flow,Kinh nghiệm với state management (Redux, MobX),Kinh nghiệm optimize SEO cho web applications,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự",0,Chuyên viên,23000000,Hoà Bình
9955,Scrum Master,"Kinh nghiệm làm việc trong môi trường startup là lợi thế,Hiểu biết về microservices architecture,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự,Kỹ năng debugging và problem-solving tốt,Hiểu biết về Security best practices,Kinh nghiệm với Spring Boot hoặc Django framework,Thành thạo TypeScript cho frontend development",2,Quản lý,17000000,Hoà Bình
9974,Team Leader,"Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm với state management (Redux, MobX),Kỹ năng time management và priority setting tốt,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Kinh nghiệm làm việc trong dự án quốc tế,Kinh nghiệm với Docker và container orchestration,Có khả năng học hỏi công nghệ mới nhanh chóng",0,Phó giám đốc,28000000,Hoà Bình
10232,VoIP Engineer,"Khả năng làm việc độc lập và teamwork hiệu quả,Kinh nghiệm optimize SEO cho web applications,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Hiểu biết về Security best practices,Có kinh nghiệm làm việc với SQL và NoSQL databases,Có portfolio hoặc Github projects để tham khảo,Thành thạo HTML5, CSS3 và responsive design,Hiểu biết về data structures và algorithms",1,Chuyên viên,25000000,Hoà Bình
10645,Core Network Engineer,"Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm với testing frameworks (Jest, Mocha, JUnit),Thành thạo HTML5, CSS3 và responsive design,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Hiểu biết về data structures và algorithms",0,Phó giám đốc,33000000,Hoà Bình
10772,Digital Marketing Manager,"Kỹ năng time management và priority setting tốt,Kỹ năng debugging và problem-solving tốt,Kỹ năng phân tích và thiết kế hệ thống tốt,Kỹ năng communication và presentation tốt,Hiểu biết về RESTful API design và GraphQL,Khả năng làm việc độc lập và teamwork hiệu quả,Hiểu biết về data structures và algorithms",0,Trưởng nhóm,29000000,Hoà Bình
10620,Operations Specialist,"Thành thạo React, Vue.js hoặc Angular,Kinh nghiệm với Spring Boot hoặc Django framework,Kỹ năng time management và priority setting tốt,Hiểu biết về RESTful API design và GraphQL,Kỹ năng phân tích và thiết kế hệ thống tốt,Thành thạo HTML5, CSS3 và responsive design,Kỹ năng debugging và problem-solving tốt",0,Chuyên viên,23000000,Hoà Bình
10785,Digital Marketing Manager,"Kinh nghiệm sử dụng Git và quy trình Git Flow,Có khả năng học hỏi công nghệ mới nhanh chóng,Kinh nghiệm làm việc trong dự án quốc tế,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Có passion cho coding và công nghệ mới,Kinh nghiệm optimize performance cho web và mobile",0,Chuyên viên,10000000,Hoà Bình
10796,Chuyên viên Ngân quỹ,"Kỹ năng phân tích và thiết kế hệ thống tốt,Có certificate chuyên môn là một lợi thế,Hiểu biết về microservices architecture,Kinh nghiệm với Spring Boot hoặc Django framework,Hiểu biết về RESTful API design và GraphQL,Kinh nghiệm sử dụng Git và quy trình Git Flow,Có passion cho coding và công nghệ mới,Kinh nghiệm với serverless architecture,Có khả năng review code và mentor junior developers,Kinh nghiệm với automated testing và TDD",0,Trưởng nhóm,37000000,Thái Nguyên
10597,Unity Developer,"Hiểu biết về microservices architecture,Kinh nghiệm với Agile/Scrum methodology,Kinh nghiệm với Spring Boot hoặc Django framework,Kinh nghiệm với testing frameworks (Jest, Mocha, JUnit),Hiểu biết về data structures và algorithms,Kinh nghiệm với message queues (RabbitMQ, Kafka)",1,Phó giám đốc,20000000,Thái Nguyên
10771,Marketplace Manager,"Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Hiểu biết về RESTful API design và GraphQL,Có khả năng học hỏi công nghệ mới nhanh chóng,Hiểu biết về Security best practices,Có portfolio hoặc Github projects để tham khảo,Kỹ năng debugging và problem-solving tốt,Kinh nghiệm với state management (Redux, MobX),Có passion cho coding và công nghệ mới,Kỹ năng phân tích và thiết kế hệ thống tốt",1,Phó giám đốc,37000000,Thái Nguyên
10315,Supply Chain Coordinator,"Kinh nghiệm với serverless architecture,Kinh nghiệm với testing frameworks (Jest, Mocha, JUnit),Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Kỹ năng time management và priority setting tốt,Thành thạo React, Vue.js hoặc Angular,Hiểu biết về CI/CD pipelines và DevOps practices,Hiểu biết về accessibility standards (WCAG),Khả năng làm việc độc lập và teamwork hiệu quả",1,Phó giám đốc,8000000,Thái Nguyên
10301,NodeJS Developer,"Kỹ năng communication và presentation tốt,Có khả năng review code và mentor junior developers,Kinh nghiệm sử dụng Git và quy trình Git Flow,Hiểu biết về accessibility standards (WCAG),Kinh nghiệm với Docker và container orchestration,Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Thành thạo React, Vue.js hoặc Angular,Hiểu biết về RESTful API design và GraphQL,Kinh nghiệm optimize SEO cho web applications",5,Phó giám đốc,25000000,Thái Nguyên
10458,Operations Specialist,"Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Hiểu biết về data structures và algorithms,Kỹ năng time management và priority setting tốt,Kỹ năng phân tích và thiết kế hệ thống tốt,Khả năng làm việc độc lập và teamwork hiệu quả",5,Quản lý,9000000,Thái Nguyên
10837,5G Engineer,"Kỹ năng phân tích và thiết kế hệ thống tốt,Hiểu biết về CI/CD pipelines và DevOps practices,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm với state management (Redux, MobX),Hiểu biết về microservices architecture,Kỹ năng time management và priority setting tốt,Kinh nghiệm với Agile/Scrum methodology,Thành thạo HTML5, CSS3 và responsive design",5,Quản lý,10000000,Thái Nguyên
10392,PHP Developer,"Có khả năng học hỏi công nghệ mới nhanh chóng,Kinh nghiệm với Docker và container orchestration,Hiểu biết về RESTful API design và GraphQL,Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm optimize performance cho web và mobile,Kinh nghiệm với Agile/Scrum methodology,Khả năng làm việc độc lập và teamwork hiệu quả,Thành thạo HTML5, CSS3 và responsive design,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành",5,Giám sát,19000000,Lạng Sơn
10312,Digital Marketing Manager,"Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm với Agile/Scrum methodology,Kỹ năng debugging và problem-solving tốt,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Kinh nghiệm với serverless architecture,Khả năng làm việc độc lập và teamwork hiệu quả,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP)",5,Giám sát,9000000,Lạng Sơn
10345,System Operator,"Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm với state management (Redux, MobX),Kinh nghiệm với Docker và container orchestration,Kinh nghiệm với Agile/Scrum methodology,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Kỹ năng communication và presentation tốt,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Thành thạo TypeScript cho frontend development,Hiểu biết về Security best practices,Kinh nghiệm với monitoring tools (Prometheus, Grafana)",3,Trưởng nhóm,28000000,Lạng Sơn
10121,Trưởng phòng Rủi ro,"Có kinh nghiệm làm việc với SQL và NoSQL databases,Kỹ năng communication và presentation tốt,Kinh nghiệm với automated testing và TDD,Hiểu biết sâu về OOP và Design Patterns,Có khả năng review code và mentor junior developers,Kinh nghiệm sử dụng Git và quy trình Git Flow,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript",2,Chuyên viên,23000000,Lạng Sơn
10147,KYC/AML Specialist,"Hiểu biết về microservices architecture,Kỹ năng communication và presentation tốt,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm làm việc trong môi trường startup là lợi thế,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kinh nghiệm làm việc trong dự án quốc tế",5,Chuyên viên,26000000,Lạng Sơn
10283,Backend Developer,"Hiểu biết về Security best practices,Khả năng làm việc độc lập và teamwork hiệu quả,Hiểu biết về CI/CD pipelines và DevOps practices,Kinh nghiệm sử dụng Git và quy trình Git Flow,Thành thạo TypeScript cho frontend development,Hiểu biết sâu về OOP và Design Patterns,Kỹ năng time management và priority setting tốt,Kỹ năng debugging và problem-solving tốt,Có portfolio hoặc Github projects để tham khảo,Có passion cho coding và công nghệ mới",0,Giám sát,18000000,Lạng Sơn
10438,Payment Operation Specialist,"Kinh nghiệm optimize SEO cho web applications,Hiểu biết về microservices architecture,Thành thạo React, Vue.js hoặc Angular,Có certificate chuyên môn là một lợi thế,Kinh nghiệm với message queues (RabbitMQ, Kafka),Kinh nghiệm với Agile/Scrum methodology,Có khả năng review code và mentor junior developers,Kinh nghiệm sử dụng Git và quy trình Git Flow,Thành thạo TypeScript cho frontend development",2,Giám sát,29000000,Lạng Sơn
10519,Network Administrator,"Kỹ năng time management và priority setting tốt,Hiểu biết về RESTful API design và GraphQL,Kỹ năng communication và presentation tốt,Có certificate chuyên môn là một lợi thế,Hiểu biết sâu về OOP và Design Patterns,Hiểu biết về Security best practices",0,Trưởng nhóm,15000000,Lạng Sơn
10719,Chuyên viên Dịch vụ Khách hàng,"Thành thạo TypeScript cho frontend development,Kinh nghiệm sử dụng Git và quy trình Git Flow,Có khả năng học hỏi công nghệ mới nhanh chóng,Kỹ năng communication và presentation tốt,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Hiểu biết về data structures và algorithms,Có portfolio hoặc Github projects để tham khảo,Thành thạo React, Vue.js hoặc Angular,Thành thạo HTML5, CSS3 và responsive design",0,Trưởng nhóm,34000000,Quảng Ninh
10134,Risk & Compliance Specialist,"Khả năng làm việc độc lập và teamwork hiệu quả,Thành thạo HTML5, CSS3 và responsive design,Có certificate chuyên môn là một lợi thế,Kỹ năng phân tích và thiết kế hệ thống tốt,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm với Docker và container orchestration,Kinh nghiệm với message queues (RabbitMQ, Kafka)",1,Quản lý,11000000,Quảng Ninh
10216,Core Network Engineer,"Hiểu biết về CI/CD pipelines và DevOps practices,Tốt nghiệp Đại học chuyên ngành liên quan đến công nghệ,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm với state management (Redux, MobX),Kinh nghiệm optimize SEO cho web applications,Hiểu biết về accessibility standards (WCAG),Hiểu biết sâu về OOP và Design Patterns,Kinh nghiệm với automated testing và TDD",0,Quản lý,39000000,Quảng Ninh
10169,Supply Chain Coordinator,"Kinh nghiệm optimize performance cho web và mobile,Hiểu biết về data structures và algorithms,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm làm việc trong dự án quốc tế,Có khả năng review code và mentor junior developers,Thành thạo HTML5, CSS3 và responsive design,Kỹ năng time management và priority setting tốt,Kinh nghiệm với message queues (RabbitMQ, Kafka)",1,Chuyên viên,31000000,Quảng Ninh
10190,Chuyên viên Phát triển Sản phẩm,"Hiểu biết về microservices architecture,Kỹ năng phân tích và thiết kế hệ thống tốt,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Khả năng làm việc độc lập và teamwork hiệu quả,Có certificate chuyên môn là một lợi thế,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Hiểu biết về CI/CD pipelines và DevOps practices",5,Trưởng nhóm,24000000,Quảng Ninh
10225,5G Engineer,"Có portfolio hoặc Github projects để tham khảo,Kỹ năng time management và priority setting tốt,Kỹ năng phân tích và thiết kế hệ thống tốt,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm với message queues (RabbitMQ, Kafka)",5,Giám sát,32000000,Quảng Ninh
10200,Chuyên viên Dịch vụ Khách hàng,"Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm sử dụng Git và quy trình Git Flow,Thành thạo TypeScript cho frontend development,Kinh nghiệm với message queues (RabbitMQ, Kafka),Kỹ năng time management và priority setting tốt,Kinh nghiệm làm việc trong dự án quốc tế,Kỹ năng debugging và problem-solving tốt",5,Trưởng nhóm,17000000,Quảng Ninh
10206,Chuyên viên Quản lý Rủi ro,"Kinh nghiệm với automated testing và TDD,Hiểu biết sâu về OOP và Design Patterns,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kỹ năng communication và presentation tốt,Có khả năng review code và mentor junior developers,Kinh nghiệm sử dụng Git và quy trình Git Flow,Có kinh nghiệm làm việc với SQL và NoSQL databases,Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Hiểu biết về accessibility standards (WCAG)",0,Phó giám đốc,35000000,Quảng Ninh
10003,Flutter Developer,"Thành thạo React, Vue.js hoặc Angular,Kinh nghiệm làm việc trong dự án quốc tế,Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm với message queues (RabbitMQ, Kafka),Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Kinh nghiệm optimize performance cho web và mobile,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Kinh nghiệm optimize SEO cho web applications,Có kinh nghiệm làm việc với SQL và NoSQL databases,Thành thạo TypeScript cho frontend development",5,Giám sát,42000000,Quảng Ninh
10841,5G Engineer,"Kỹ năng time management và priority setting tốt,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kinh nghiệm với Agile/Scrum methodology,Kỹ năng phân tích và thiết kế hệ thống tốt,Kinh nghiệm với serverless architecture,Có khả năng review code và mentor junior developers",2,Giám sát,21000000,Quảng Ninh
10494,Trưởng phòng Rủi ro,"Có portfolio hoặc Github projects để tham khảo,Hiểu biết về accessibility standards (WCAG),Hiểu biết về data structures và algorithms,Hiểu biết về RESTful API design và GraphQL,Thành thạo HTML5, CSS3 và responsive design,Có khả năng review code và mentor junior developers,Kinh nghiệm sử dụng Git và quy trình Git Flow,Thành thạo TypeScript cho frontend development,Có ít nhất 2 năm kinh nghiệm làm việc trong lĩnh vực tương tự",5,Phó giám đốc,14000000,Quảng Ninh
10290,Project Manager,"Có certificate chuyên môn là một lợi thế,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm optimize SEO cho web applications,Kinh nghiệm làm việc trong môi trường startup là lợi thế,Kinh nghiệm sử dụng Git và quy trình Git Flow,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP)",3,Chuyên viên,28000000,Quảng Ninh
10274,C++ Developer,"Hiểu biết về RESTful API design và GraphQL,Hiểu biết về microservices architecture,Có portfolio hoặc Github projects để tham khảo,Kinh nghiệm với cloud platforms (AWS, Azure, hoặc GCP),Kinh nghiệm với monitoring tools (Prometheus, Grafana),Kinh nghiệm với testing frameworks (Jest, Mocha, JUnit)",0,Phó giám đốc,28000000,Quảng Ninh
10337,Network Administrator,"Thành thạo HTML5, CSS3 và responsive design,Kinh nghiệm với Docker và container orchestration,Có kinh nghiệm làm việc với SQL và NoSQL databases,Kinh nghiệm với Spring Boot hoặc Django framework,Kinh nghiệm với message queues (RabbitMQ, Kafka),Hiểu biết về accessibility standards (WCAG),Hiểu biết sâu về OOP và Design Patterns,Kinh nghiệm làm việc trong dự án quốc tế,Thành thạo React, Vue.js hoặc Angular,Có certificate chuyên môn là một lợi thế",3,Quản lý,3000000,Quảng Ninh
10299,Cybersecurity Analyst,"Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành,Thành thạo ngôn ngữ lập trình Java, Python hoặc JavaScript,Có kinh nghiệm làm việc với SQL và NoSQL databases,Hiểu biết về accessibility standards (WCAG),Kinh nghiệm với automated testing và TDD,Kỹ năng phân tích và thiết kế hệ thống tốt,Kinh nghiệm với message queues (RabbitMQ, Kafka)",0,Quản lý,40000000,Quảng Ninh
